Title,class
"यो केटाले चर्चमा असल्ट राइफल ल्यायो, तर ऊ कालो थियो त्यसैले उसलाई गिरफ्तार गरियो (भिडियो)",0
कोलिन पावेल किन उनी अझै रिपब्लिकन छन् भन्ने बारे ठट्टा गर्छन्... हास्यास्पद छैन!,0
धेरै दिन फोहोर थुप्रिए हैजा फैलन सक्छ,1
प्रधानमन्त्री देउवालाई भेट्न चिनियाँ विदेशमन्त्री बालुवाटार पुगे,1
गरिब मुलुकमा खाद्यवस्तुको थप मूल्यवृद्धि हुने दाबी,1
प्रतिनिधिसभा उपेक्षित,1
ब्रेकिंग NFL COMMISH गुडेल पेन बमशेल पत्र ट्रम्पको ट्वीट पछि खेलाडीहरूलाई,0
चलचित्र ‘पानीफोटो’  द्वन्द्वले पारेको असर,1
ट्रम्प फ्यानहरूले विस्कॉन्सिन र्‍यालीमा किशोरीमाथि क्रूर आक्रमण गरे (भिडियो),0
कांग्रेस महामन्त्री कोइराला भारत जाँदै,1
पूर्ण चन्द्र र राजुको जोडी सेमिफाइनलमा,1
फोहोर पोखरी! FBI र DOJ ले भर्खरै पुष्टि गरे कि उनीहरूले डोजियरको प्रामाणिकता प्रमाणित नगरी ट्रम्पमा जासूसी गरे,0
विरोध समूहले व्हाइट हाउसको छेउमा क्रेनमा GIANT साइन राख्छ; ट्रम्पको दिमाग गुमाउने छ (छवि),0
 हेर्नुहोस्: बतख राजवंशको विली रोबर्टसनले हिलारी र बर्नीमा प्रफुल्लित टिप्पणीको साथ फक्स न्यूजमा डेब्यू गरे।,0
हिंसा र द्वन्द्व   झल्काउने  ‘पानीफोटो’,1
ट्रम्पको अभियानले सैन्य परिवारमाथि हमला (अडियो),0
 NAACP: ब्यानन गएको हुन सक्छ तर ट्रम्प अझै एक क्रोधित कट्टरपन्थी छन्,0
"ह्वाइट हाउसका अधिकारीहरूले पुष्टि गरे: ट्रम्पले ओबामाको ब्रेटबर्टबाट सीधा आफ्नो ""तारहरू"" ट्याप गर्ने बारे उनको कथा पाए।",0
"बराक ओबामाको NSA सुसान राइसले जासूसहरूलाई ट्रम्प कलहरूको ""विस्तृत स्प्रेडसिटहरू"" प्रदान गर्न आदेश दिए ... ""यो एक अपराध हो"" ... सीबीएस समाचार अध्यक्षका भाइ पनि संलग्न [भिडियो]",0
ट्रम्पलाई आफ्नो पर्पल हार्ट दिएका वेटरनले किन यो गर्नुभयो बताउँछन्...आलोचकहरूलाई बन्द गर्छ [भिडियो],0
गभर्नरले भने - ब्याजदर सीमाभित्रै राख्ने विषयमा चनाखो छौं,1
प्रमोदवनमा समस्या? ट्रम्प पल रायन टिराडे पछि सारा पालिनबाट आफूलाई टाढा राख्छन् (भिडियो),0
"डोनाल्ड ट्रम्प जेआर। WRECKS ""फेक इन्डियन"" एलिजाबेथ वारेन Twitter मा...",0
भिडियोले ऐतिहासिक ह्याम्बर्गको सडकहरूमा आश्चर्यजनक क्षति देखाउँदछ जब सोरोसको पूँजीवाद विरोधी काक्रोचहरू G20 बाट हटाइयो [भिडियो],0
बूम! साराह हकाबी स्यान्डर्सले ट्रम्प स्वयंसेवकको बैठक र क्लिन्टन-डीएनसीको नक्कली रूसी कागजातको लागि लाखौं तिर्ने बीचको भिन्नतामा मिडियालाई सीधा सेट गर्दछ।,0
उत्तर कोरियाका ७८ प्रतिशत ज्वरोका विरामी निको भए,1
के इभान्काले आफ्नो बुबालाई आफ्नो प्रमुख अभियान वाचा तोड्न मनाउन कोशिस गरिरहेकी छिन्?,0
ट्रम्पले संकेत गरे कि उनी चीनसँग निरपेक्ष कूटनीतिक दुःस्वप्न हुन जारी रहनेछन् (विवरण),0
हिलारी क्लिन्टनले अन्ततः इतिहास बनाइन्...तर यो त्यस्तो इतिहास होइन जुन उनी बनाउन चाहन्छिन्,0
"लाइभ खण्डको समयमा प्रदर्शनकारी देखिएपछि टिभी होस्ट क्र्याक भयो... ""बिल क्लिन्टन एक बलात्कारी हो!"" [भिडियो]",0
राष्ट्रिय प्रतियोगीतामा खेलकुद विकास समिति भूमिकाविहीन,1
नेप्से परिसूचक १२.८१ अंकले घट्यो,1
"एरिजोना बाइकर्सहरू आगामी फिनिक्स ट्रम्प रैलीमा हिंसक ""सपनाहरू"" सबैभन्दा खराब दुःस्वप्न बन्न लागेका छन्",0
शव परीक्षण चाँडो गर्न निर्देशन,1
 जस्ट इन: वाशिंगटन पोस्ट नष्ट भयो जब रिपोर्टरले नयाँ गुप्त भिडियोहरूमा राष्ट्रपति ट्रम्पलाई कसरी कभर गर्छन् भन्ने बारे सत्य स्वीकार्छन्।,0
"डेभिड लेटरम्यानले ""क्षतिग्रस्त"" डोनाल्ड ट्रम्पलाई मनोवैज्ञानिक परीक्षा लिन आह्वान गरे",0
मेगीन केलीले ट्रम्पमा मौनता तोडे; बलात्कारको आरोपमा धम्कीको पर्दाफास (भिडियो),0
साहित्यप्रति रुचि बढाउन विद्यालयमा महोत्सव,1
ओबामाको लागुऔषध दुरुपयोगको असुविधाजनक सत्य भियतनामको प्रेस कार्यक्रममा उब्जियो...उनले गरे वा गरेनन्?,0
"‘लकडाउन होइन, स्वास्थ्य मापदण्डमा कडाइ गरियोस्’",1
ग्रीष्म अविरलको उपन्यास ‘गोर्खे’ सार्वजनिक,1
घरकै खानाबाट पनि सर्न सक्छ हैजा,1
"ओबामाको डोजले डोनाल्ड ट्रम्प जुनियरसँग भेट्नु अघि रूसी वकिललाई ""असाधारण परिस्थिति"" अन्तर्गत भिसा बिना अमेरिका प्रवेश गर्न दियो...वकिलको वामपन्थी डेमोक्र्याट कार्यकर्ता, प्रमुख हिलारी समर्थकसँग सम्बन्ध छ",0
"ओबामा केटीहरू दुलही बन्न गइरहेका छन्, त्यसैले कन्जरभेटिभहरूले उनीहरूलाई 'एन*****हरू' (स्क्रिनशटहरू)",0
एन्टिफा म्यानुअल एभरग्रीन कलेज क्याम्पसमा फेला पर्यो: तिनीहरूको र्‍यालीहरू बन्द गर्नुहोस्... मिडियालाई हाम्रो पक्षलाई धर्मी व्यक्तिको रूपमा देखाउन बाध्य पार्नुहोस्,0
‘संघीयतालाई अनुकूल नीति खोइ ?’,1
हेर्नुहोस्: डोनाल्ड ट्रम्पलाई स्टेजमा अपमानित गरेर एक दशकमा डिक्सी चिक्सले पहिलो यात्रा सुरु गर्यो,0
२४ घण्टामा थप ३२ जनामा कोरोना पुष्टि,1
ICE चाँडै आप्रवासी बन्दी यौन दुर्व्यवहार र मृत्युको रेकर्ड नष्ट गर्न सक्षम हुन सक्छ,0
 अलाबामा रिपब्लिकनले भर्खरै बाइबल प्रयोग गरेर पेडोफिलियाको रक्षा गर्‍यो,0
"एपिसोड #172 - आइतबार तार: ""ट्रम्प ले मोन्डे"" अतिथिहरू ट्रोग लोडाइट, सारा आबेदसँग",0
छोटो फिल्म प्रतिस्पर्धा 'एएनटीभी सर्ट्स' हुँदै,1
Amazon Breitbart मा विज्ञापन गरेर घृणा कोष रोक्न माउन्टिंग दबाब सामना गर्दै (विवरणहरू),0
"हिलारीले भर्खरै ट्विटरमा ट्रम्पको प्रि-डिबेट बुल्श*t लाई जवाफ दिनुभयो, र यो EPIC हो (TWEET)",0
रमाइलो छैन! #PaulRyan ले अन्तिम रात अल स्मिथ डिनरमा ट्रम्पलाई गाली गरे [भिडियो],0
"पोर्टल्याण्ड पुलिसले हिंसात्मक ट्रम्प विरोधी प्रदर्शनकारीहरूलाई ""अराजकतावादी"" लाई बोलायो - प्रदर्शनलाई पूर्ण-फुलिएको ""दंगा"" मा स्तरवृद्धि गर्दै एक व्यक्तिलाई कारले हान्यो...",0
‘ए’ डिभिजन राष्ट्रिय फुटसल लिग : शंखमूल र क्यासलको उपाधि भेट,1
महामारी भए पनि नेपालसँगको व्यापार सन्तोषजनक : तिब्बत,1
जाभी आएयता बार्सिलोनाको पहिलो जित,1
डायमन्ड र रेशमले म्याक्सिन वाटर्समा पीडादायी रमाईलो भिडियोमा WHOOP A$$ को ठूलो क्यान खोल्यो,0
‘साह्रै बुरुक्क बुरुक्क नगरौं’,1
जिरीलाई  दक्षिण कोरियाको चार वटा कोरली गाई उपहार,1
 एन्टी-ट्रम्प कट्टरपन्थीले ISIS झण्डा फोटो र शिर काट्ने भिडियोको साथ ट्रम्प समर्थकहरूलाई गाली गर्दछ,0
 कन्जर्भेटिभ सेलिब्रेटीहरू गत रात ट्रम्पलाई भेटे र हिलारीको ह्वाइट हाउसको तस्विरलाई प्रफुल्लित रूपमा ट्रोल गरे,0
"डोनाल्ड ट्रम्पले संघीय कानून तोड्ने, सार्वजनिक विद्यालयहरूलाई ""देशभक्ति सिकाउन"" बाध्य पार्ने वाचा (भिडियो)",0
नेपालले  दियो स्कटल्यान्डलाई सहज लक्ष्य,1
"ट्रम्पको र्‍यालीमा थप हिंसा भड्कियो, प्रदर्शनकारीलाई लात हाने (भिडियो)",0
 तस्करीले ह्वाइट हाउससम्म पुग्ने कम्तीमा पनि दुईवटा यस्ता विस्तृत केसहरू सहित पूर्व अमेरिकी कांग्रेस सदस्य बार्नी फ्रान्कलाई अपमानित गरेको छ। फ्रान्कले 2012 मा पुन: चुनाव खोज्नुभएन जब उनले OneUnited बैंकको लागि $ 12 मिलियन TARP बेलआउट इन्जिनियर गरेको फेला पर्यो। (छवि स्रोत: businessinsider.com)वाशिंगटनको मौन: 2011 मा कांग्रेसम्यान फ्रान्कको कल केटाहरू,0
१८३  किलो गाँजासहित युवक पक्राउ,1
सहरी क्षेत्रका विद्यालय बन्द गर्न सीसीएमसीको सिफारिस,1
"मन्त्री तुम्बाहाङफेका सय दिन,जग्गा फिर्ता ल्याउने कार्य सबैभन्दा ठूलो उपलब्धि",1
विजय युथ क्‍वाटरफाइनलमा,1
 रिपब्लिकन नेताले चुनाव जिते भने उनले रोय मूरलाई सिट नगर्न सक्ने संकेत गर्छन्,0
प्रेस सेन्टरको अध्यक्षमा सापकोटा,1
बिल्कुलै डरलाग्दो क्षण ट्रम्पले एक आयरिश रिपोर्टरसँग फ्लर्ट गर्ने प्रयास गरे (भिडियो),0
डोनाल्ड ट्रम्पले अभियानको एकल सबैभन्दा कपटी चालको साथ टेड क्रुजलाई आक्रमण गरे (छवि),0
स्वास्थ्य सेवाको लागि रान्ड पलको समाधान केवल आधा डरलाग्दो छ (भिडियो),0
भारतले चामल निर्यातको प्रतिबन्ध हटायो,1
रिचार्ज गरेबापत ग्राहकलाई बोनस डाटा,1
"अब एनआरएनले ५ हजार डलरमै मुद्दती खाता खोल्न पाउने, थपिए यी सुविधा",1
"कृष्णसार बढे, बासस्थान साँघुरो",1
विष्णुकान्तलाई निर्वाचन संयोजकको जिम्मेवारी,1
ट्रम्पलाई माया गर्ने महिलाहरूसँगको डरलाग्दो अन्तर्वार्ताले देखाउँछ कि उनका समर्थकहरूले उसले जे गरे पनि माफ गर्नेछन् (भिडियो),0
बासी र सडेगलेका खाना नखान स्वास्थ्य मन्त्रालयको आग्रह,1
हेर्नुहोस्: ट्रम्पको रूस स्क्यान्डललाई बेवास्ता गर्नको लागि ह्यामर्स फक्स न्यूज हेर्नुहोस्,0
अपडेट: गोप्य सेवा द्वारा पर्दाफास | CNN को अप्रिल रायनले ट्रम्प सहयोगीको फायरिंगमा नक्कली रिपोर्टको लागि बोलाए [भिडियो],0
"बर्मिंघमले अलाबामा GOP लाई आफैंलाई F**k जान भन्छ, दक्षिणमा उच्चतम न्यूनतम ज्याला पास गर्दछ",0
PA रेस्टुरेन्ट ICE Sweep Nabs अवैध कामदारहरू पछि बन्द गर्न बाध्य भयो... अवैध कामदारहरूको लागि अटर्नी अविश्वसनीय प्रतिक्रिया छ,0
मौवाहीका ४०१ बालबालिकाको निःशुल्क आँखा जाँच,1
आईपीएल : मुम्बईविरुद्ध दिल्ली विजयी,1
ठीकठाक ‘लाइगर’,1
सन्थाल समुदायको नृत्य प्रतियोगिता (फोटो फिचर),1
अफगानिस्तानमाथिका प्रतिबन्ध फुकुवा गर्न अमेरिकालाई चीनको आग्रह,1
 इभान्का ट्रम्पको कपटी आमा दिवस सन्देश महिलाहरूले ध्वस्त पारे,0
जोगियो कर्णाली सरकार,1
सुसेला काव्यशालामा विनोदविक्रमका कविता र गीत,1
दीपा भारतीय क्लबमा अनुबन्ध,1
तपाईको सिनेटरले अमेरिकाको मौलिक रूपान्तरणमा ओबामालाई मद्दत गर्न मतदान गर्नुभयो भने पत्ता लगाउनुहोस्,0
सेतो सर्वोच्चतावादीहरू ट्रम्पले अटर्नी जनरलको लागि नस्लवादी जेफ सत्रहरू छान्ने बारे रोमाञ्चित छन्,0
युके टिभी कार्यक्रममा युएस गन हिंसाको रक्षा गर्दै गन नट कस्तो एब्सर्ड देखिन्छ हेर्नुहोस् (भिडियो),0
'क्रिमिनल जस्टिस ३'को टिजर सार्वजनिक,1
 जित्दै! संयुक्त राज्य अमेरिकाले संयुक्त राष्ट्र संगठनबाट बाहिर निकाल्यो - इजरायलले पछ्याउँछ [भिडियो],0
ट्रम्पले अश्वेत जनताको समस्या समाधान गर्ने 'वाचा' गरे र ट्विटरमा यसको लागि शानदार स्वामित्व पाउँछन्,0
"हिलारी समर्थक भन्छन् ट्रम्प विरोधी दंगामा हत्याहरू हुनेछन्: ""त्यहाँ दुबै पक्षमा हताहत हुनेछ ... मानिसहरूले परिवर्तन गर्न मर्नु पर्छ ..."" [भिडियो]",0
नेपालगञ्जमा धान खरिद निकै सुस्त,1
'टिकट वितरण गर्ने तहमै महिला नेताहरूको उपस्थिति बढाउनुपर्छ',1
किरण बने आई-लिगको उत्कृष्ट गोलरक्षक,1
तत्काल बन्दाबन्दी हुँदैन : श्रेष्ठ,1
 'फिल गुड होक्स': सिरियाली युद्धमा अमेरिकी प्रचारले कसरी काम गर्छ,0
ट्रम्पले भर्खरै उनको P*ssy न्युजिल्यान्डकी महिला प्रधानमन्त्रीद्वारा उनलाई हस्तान्तरण गरे,0
निवेदकको मागभन्दा बाहिर गएर आएको फैसला छिट्टै पुनरावलोकन हुने विश्वास छ : दाहाल,1
अस्पतालको स्तरोन्नति र उपचार सेवालाई गुणस्तरीय बनाउँछौंः स्वास्थ्यमन्त्री खतिवडा,1
अभिनेता टिम एलेन: हिलारी हास्यास्पद हुन सक्षम छैनन् ... बिल क्लिन्टनले डरलाग्दो रूपमा आफ्नी पत्नीलाई जाँच गरे जब तिनीहरू भेटे [भिडियो],0
महिला कुस्तीका स्वर्णमा सेना र सुदूरपश्चिमको कब्जा,1
पिट्सबर्ग पुलिस अधिकारीहरूले दौड बहिष्कार गर्दै दिवा बेयन्सको कन्सर्टलाई काम गर्न बाध्य हुन सक्छ,0
 BREITBART वरिष्ठ सम्पादक ब्याननको प्रस्थानमा बोल्छन् ... बायाँमा युद्ध घोषणा गर्दछ [भिडियो],0
होली ग्लोबलिस्ट स्ल्याम! निगेल फारेजले राष्ट्रपति ट्रम्पको रद्दीटोकरीमा EU कपटीहरूलाई शानदार रूपमा नष्ट गर्दछ [भिडियो],0
कर बुझाउन आग्रह,1
आधाभन्दा बढी अफगानीले तीव्र खाद्य अभावको सामना गर्नेछन् : संयुक्तराष्ट्र संघीय एजेन्सी,1
महिलाको विरोधलाई उद्घाटन स्थलबाट प्रतिबन्ध लगाउँदा ट्रम्पले आफ्नो सुरक्षित ठाउँ पाउँछन्,0
पोखरा महोत्सव पुस अन्तिम साता,1
BuzzFeed को जातीय सम्पादक TUCKER CARLSON रोस्ट: किन BuzzFeed को जातीय भर्ती कोटाहरू 'जातिवादी छैनन्'? [भिडियो],0
कविता लेख्न नसकेपछि लिम्बू दर्शनतिर लागेको हुँ : वैरागी काइँला,1
ह्वाइट हाउसले भर्खरै ट्रम्पको 'ड्रग टेस्ट' अनुरोधलाई ठट्टा गर्यो; भन्छन् उनी लागूऔषधमा एक हुन् (भिडियो),0
हट माइक: रिपब्लिकन सिनेटरले कांग्रेसलाई कल गर्छ जसले उनलाई हट-माइक पलमा 'फ्याट' र 'अप्रकर्षक' द्वन्द्वको लागि चुनौती दियो...जसरी प्रजातान्त्रिक मित्रले उनको आक्रामकलाई 'श*टलाई हराउन सक्छिन्' [अडियो],0
लयमा फर्किएन कफी उत्पादन,1
"ताइवान रेल दुर्घटनामा मृत्यु हुने ५१, १४६ जना घाइते",1
ट्रम्पको धम्कीलाई स्वीकार गर्न म्याककेनले शून्य एफ*केसको साथ जवाफ दिए,0
ट्रम्प अभियान अधिकारीले हिलारी क्लिन्टनको बारेमा सबै डलास गोलीबारी बनाउन प्रयास गर्दछ,0
‘संसद् चल्न नदिने हो भने भंग गर्दिने र चुनावमा जाने’ : नेपाल,1
हेर्नुहोस्: ट्रम्पको नयाँ क्रूर एन्टी-हिलारी विज्ञापनमा उनको कुकुर जस्तै भुक्ने छ,0
बोयलर कोठा #100 - एक असम्भव रसायन,0
WHOA! DNC विज्ञप्ति जारी गर्दछ जसले डलास स्निपर र ब्ल्याक लाइभ्स म्याटर प्रदर्शनकारीहरू जोडिएको सुझाव दिन्छ,0
 हेर्नुहोस्: निकोल वालेसले ट्रम्पको स्वीकृति भाषण पछि रिपब्लिकन पार्टीलाई मृत घोषणा गरे,0
"मिशेल ओबामाले बराकमा फोहोर पकाउँछन्: ""उसले मुश्किलले आफ्नो काम पूरा गर्यो...उनी एक बम थिए!"" [भिडियो]",0
ओरेगन न्यायाधीश विनम्रतापूर्वक क्लिभेन बन्डीको पागल मागहरू (भिडियो),0
बाघको आनीबानी बुझ्न ‘रेडियो कलर’,1
दशैँ नजिकिएसँगै पेट्रोलियम पदार्थको खपत ७५ प्रतिशतले बढ्यो,1
" O'REILLY यसलाई नाखून! ओबामा, ट्रम्प र निष्पक्षता र समानताको वास्तविक अर्थ [भिडियो]",0
महाभियोगबारे दलहरु किन चुपचाप ?,1
 लापरवाह डेम मेयरले दुर्घटनाको लागि एमट्र्याक इन्जिनियरलाई दोष दिए...अद्यावधिक: नयाँ प्रमाणले ट्रेन प्रक्षेपणले हिट गरेको हुन सक्छ,0
हेर्नुहोस्: प्रफुल्लित लीक भिडियोले अष्ट्रेलियाका प्रधानमन्त्रीले ट्रम्पको खिल्ली उडाएको देखाउँदछ र यो अब इन्टरनेटमा सबैभन्दा राम्रो कुरा हो,0
"हिस्टेरिकल: ट्रम्पले ""निद्रा आँखाहरू"" चक टोडलाई फेक न्यूजबाट रोक्न चेतावनी दिए: ""पूर्ण घोटाला!""",0
हिलारी आफ्नो राजनीतिक महत्वाकांक्षा जोगाउन अमेरिका र विदेशमा ज्यान जोखिममा पार्न तयार छिन् भनी चकित पार्ने भिडियोहरू,0
'पत्रकारिता गलत व्यवहार': हिलारीको पक्षमा 'पक्षपाती' कभरेजको लागि CNN को आलोचना,0
"ओलीलाई शर्माको जवाफ, ‘सरकार ढाल्छौं भनेर चुनौती दिने समय होइन’",1
भन्सार असुली घट्यो,1
 चाल्कनिङ: राजनीतिक चकले अमेरिकाभर उदारवादीहरूलाई आतंकित गर्ने डाकू चित्रण गर्दै [भिडियो],0
हेर्नुहोस्: CNN विश्लेषकले ट्रम्पलाई 'कुतियाको छोरो' अन द एयर भने,0
फिल्म 'चि मुसी चि'को टिजर सार्वजनिक,1
[भिडियो] ओबामाले पनामामा कम्युनिष्टहरूको अगाडि नस्लवादी अमेरिकाको बारेमा बोल्ने अवसरको फाइदा उठाए: 'हाम्रो आफ्नै इतिहासमा कालो अध्यायहरू छन्',0
कात्तिक १८ मा ‘लाखे’,1
अफगानिस्तानले प्राप्त गर्‍यो तीन करोड बीस लाख डलर मानवीय सहयाता,1
ब्रेकिंग: ट्रम्पको बारेमा फेरि झूट बोल्दै: हिलारी क्लिन्टनले 2015 मा घाटा लिन उही कर कानून प्रयोग गरे,0
बोइलर कोठा - EP #53 - संस्कृतिलाई अलविदा भन्नुहोस्,0
खानेपानी तथा ढल निकास कार्यालय जनकपुरका प्रमुखमाथि दुर्व्यवहार,1
कन्भेन्सन फ्लोर फाइट पछि शीर्ष कोष सङ्कलनकर्ताले राजीनामा दिएपछि RNC अराजकता जारी छ,0
‘सत्यमोहन’लाई उत्तम–शान्ति पुरस्कार,1
 हिलारी समर्थक र मुस्लिम आप्रवासी जसले पछिल्ला 3 चुनावहरूमा मतदान गरे ... एक अमेरिकी नागरिक होइनन् [भिडियो],0
नइ रजत महोत्सवमा त्रिपाठीसहित ५० स्रष्टा पुरस्कृत,1
के बेनामीले टेड क्रुजले DC मैडम मार्फत वेश्याहरूलाई अर्डर गरेको प्रमाणित गर्ने रेकर्डहरू मात्र जारी गर्‍यो? (स्क्रिनशटहरू),0
ट्रम्पले आफ्नो उद्घाटनको टिभी रेटिङको बारेमा घमण्ड गर्छन् र एक क्रूर वास्तविकता जाँच पाउँछन्,0
"मिर्गौला, पत्थरी र प्रोस्टेट ग्रन्थीको निःशुल्क शल्यक्रिया शिविर हुने",1
युद्धको निम्ती: अमेरिकाले सिरियाली सेनाको लडाकु जेटलाई खसाल्यो,0
नर्वेको एसाइलम सेन्टरमा आप्रवासीहरूले ३ वर्षका बालकलाई निर्मम रूपमा सामूहिक बलात्कार,0
२४ घण्टामा चार जनामा कोरोना सङ्क्रमण पुष्टि,1
महिला भलिबलमा एपीएफको जित,1
विभेदरहित समाज निर्माणका लागि सबैखाले संयन्त्र परिचालन गर्न महासंघको माग,1
नेपालले जित्यो एकदिवसीय सिरिज,1
बिमा शुल्कको १ प्रतिशत विपन्न वर्गलाई,1
COINTEL PRO: के 'फासिस्ट विरोधी' मिडिया व्यक्तित्वहरू क्यामेरामा खेलिरहेका छन्?,0
यस्तो बन्यो देउवा मन्त्रिपरिषद्,1
एमएसएनबीसीको लरेन्स ओ'डोनेल: यो त्यो दिन हुन सक्छ जुन ट्रम्पले 'उनको राष्ट्रपतिलाई नष्ट गर्यो' [भिडियो],0
मेसी चम्केपछि बार्सिलोनालाई कोपा डेल रे,1
ट्रम्पले आफ्नो भर्खरै टुटेको अभियान वाचा (TWEET) संग अर्को विश्व नेतालाई पिसाब गरे,0
"थप ८९५ जनामा कोरोना पुष्टि, एकको मृत्यु",1
"कानून आम मानिसका लागि हो... ब्यारी सोटोरोको लागि होइन: न्यायाधीशले उनलाई रोक्न आदेश दिएपछि ओबामाले २,००० लाई वर्क परमिट दिए",0
WHOA! PAUL RYAN च्यानलहरू ट्रम्प ... उनको सेवानिवृत्तिको बारेमा #FakeNews स्टोरीमा प्रेस सम्मेलनको क्रममा राजनीतिको विस्फोट भयो [भिडियो],0
मार्को रुबियोको साथीले उनको पागल बहस प्रदर्शन (भिडियो) पछि डाक्टरलाई हेर्न आवश्यक छ भन्ने सोच्छन्।,0
"क्यास्ट्रोले कूटनीतिक सम्बन्ध पुनर्स्थापित गर्नु अघि ""गैरकानूनी रूपमा कब्जा गरिएको"" गिटमो फिर्ताको माग गरे",0
हेर्नुहोस्: GOP प्रतिनिधि स्टीव किंगले भर्खरै ट्रम्पको वायरट्यापिंग दावीहरूको बारेमा बमबशल प्रवेश छोडे,0
लिज वारेन जेक ट्यापर 2016 प्राथमिक चुनाव धाँधली भएको स्वीकार गर्दछ [भिडियो],0
हेर्नुहोस्: पर्खालले काम गर्दैनन् भनेर ट्रम्पलाई सिकाउन एलेन डिजेनेरेस चलाखीपूर्वक 'फाइन्डिङ डोरी' प्रयोग गर्छिन्,0
क्रुजले युनियनको राज्यमा खाली सिट बन्दुक हिंसा पीडितहरूको सट्टा '50 मिलियन अजन्मे बच्चाहरू' लाई समर्पण गर्दछ (TWEET),0
"उखुको अनुदान रकम व्यवस्था, कृषकहरू खुसी",1
"ट्रम्प समर्थकहरू पछाडि लड्छन्! ट्रम्प समर्थकहरूले ""हामी ट्रम्पलाई माया गर्छौं""...""हाम्रा राष्ट्रपतिलाई सम्मान गर्नुहोस्"" भनेर नारा लगाएपछि CA कांग्रेसकी महिला स्टेजबाट बाहिर निस्किन् [भिडियो]",0
"ट्रम्प भर्खरै रिपब्लिकन रणनीतिकार, प्रेसिडेन्सी क्रम्बलिंग (ट्विट्स) द्वारा काटिएको छ",0
नेपाली सिनेमाघरमा चार चलचित्र,1
लैंगिक समानताका लागि मैत्री फुटबल,1
रुखमा बस ठोक्किदा आठको मृत्यु २० जना घाइते,1
"हिलारीको ""ब्याक अप यु क्रिप"" टिप्पणीमा मार्क स्टेनको हिस्टेरिकल उनको नयाँ पुस्तक [भिडियो]",0
बूम! THUG जसले बाल्टिमोर CVS लाई आगो लगायो...शहरमा विनाश ल्यायो...चकित पार्ने सजाय पाउँछ [भिडियो],0
समयमै जाँच गरे ८० प्रतिशत अन्धोपन रोक्न सकिन्छ,1
"किन डिज्नीद्वारा कार्यरत आमाले उनीहरूलाई ""बुलीहरू"" भनेर बोलाइरहेकी छिन्...ट्रम्पलाई उनीहरूसँग खडा हुन मतदान गर्दै",0
"कप्तान - मुरिका: गृहयुद्ध - चोरी, जालसाजी, रक्सी र झगडाले बन्डी क्रान्तिलाई बर्बाद गर्दैछ",0
प्रख्यात प्रलय अधिवक्ताले ठूलो मुद्दा दायर गर्दछ; ट्रम्पलाई महाभियोग लाग्न सक्छ (विवरण),0
संस्कार–संस्कृतिको प्रतिक नाटक ‘खुवालुङ’ (फोटो फिचर),1
हेर्दाहेर्दै र निर्णय सुनाउने मिति तोकिएका मुद्दा पनि गोला प्रक्रियाबाट पेसी तोकिने,1
LOL! न्यूयोर्क टाइम्सले डेम सेनेटरको भ्रष्टाचार परीक्षणमा लामो लेख प्रकाशित गर्दछ ... तिनीहरूको कथाबाट एउटा महत्वपूर्ण विवरण छोड्छ,0
EP #19: प्याट्रिक हेनिङ्सेन लाइभ - सिजन फाइनल - फोनहरू खोल्नुहोस्,0
ट्रम्प भन्छन् मुस्लिम प्रतिबन्धको एक 'अपवाद' उनको 'धेरै धनी' मध्य पूर्वी व्यापार साझेदार हो,0
चितवनलाई च्याम्पियन बनाएपछि टोलीका प्रशिक्षक र खेलाडी,1
कांग्रेस वरीयतामा पदाधिकारी र पूर्वपदाधिकारीपछि मात्रै शेखर कोइराला,1
न्यायिक पूर्वाग्रह? ल्याटिना सर्वोच्च अदालतले न्याय गर्दा जातियता र लिंगमा उनको चौंकाउने नस्लवादी दृष्टिकोण घोषणा गर्‍यो,0
"ओबामाले भर्खरै उनको ""विजय"" राष्ट्रपतिको बारेमा ट्रम्पको झूटलाई उत्तम तरिकामा कुच्यो (विवरणहरू)",0
"बूम! चकमकमा ट्रम्प हेर्नुहोस्: ""अब, कारहरू मेक्सिकोमा बनेका छन् र तपाईं फ्लिन्टमा पानी पिउन सक्नुहुन्न""",0
बजेट नहुँदा आयोजना लथालिंग,1
उफ्! नयाँ एपले प्रयोगकर्ताहरूलाई अज्ञात रहन अनुमति दिन्छ...उदारवादी मिडिया कथालाई अस्वीकार गर्दछ...ट्रम्पले कुटिल हिलारीमाथि ठूलो जित हासिल गरेको देखाउँछ,0
"शोक प्रस्ताव पारित, तीन दिन झण्डा झुकाइने",1
दीपाको कविता   सङ्ग्रह सार्वजनिक,1
"ISIS ले इराकको W. Anbar प्रान्तमा सेलिब्रेटरी परेड गरेको छ: दयनीय ओबामा शासनले नेटवर्कहरूलाई ""B-loop"" ISIS फुटेज प्रयोग गर्न बन्द गर्न आग्रह गर्दछ",0
हेलिकोप्टरका क्याप्टेन पिट्नेलाई कारबाही गर्न वायुसेवा सञ्चालक संघको माग,1
चेल्सी ह्यान्डलरले अन्तिम शब्द पाउँछ RNC चेयरले हिलारीलाई मुस्कुराउन नदिई आक्रमण गरेपछि (भिडियो),0
"भारतीय किशोरी, जो सयौं पुरुषबाट बलात्कृत भइन् !",1
कान्तिबाल अस्पताल तत्काल सुधार गर्न निर्देशन,1
